"Search Parameters"	"Location Name"	"Latitude"	"Longitude"	"Deaths"
	"MEXICO-GUATEMALA:  S CHIAPAS"	15.573	-92.536	20
	"TURKEY:  BARTIN, AMASRA, CAKRAZ"	41.8	32.3	24
	"IRAN:  FERDOW"	34	58.2	700
	"IRAN:  DASHT-E-BAYAZ"	34.158	59.083	10488
	"MEXICO:  OAXACA, GUERRERO"	16.519	-97.739	18
	"PHILIPPINES:  LUZON:  MANILA"	16.5	122.2	270
	"PERU:  SAN MARTIN,MOYOBAMBA,YANTALO,RIOJA,LAMAS"	-5.6	-77.2	15
	"JAPAN:  OFF EAST COAST OF HONSHU ISLAND"	40.8	143.2	52
	"IRAN:  MAKU,SHAH BANDALU,QURTA BOLAGH,QONDEQLI"	39.253	44.203	38
	"GREECE:  AEGEAN SEA:  ST EUSTRATIOS"	39.368	24.957	20
	"ITALY:  SICILY"	37.9	13.1	216
	"INDIA"	17.412	73.885	180
	"ALBANIA"	41.5	20.5	18
	"VENEZUELA"	10.559	-67.33	300
	"COLOMBIA"	6.747	-73.03	20
	"TURKEY:  TUNCELI"	39.5	40.4	97
	"TURKEY:  MUDURNU, ADAPAZARI"	40.7	30.8	86
	"ALGERIA:  NEAR SIG"	35.5	-0.1	10
	"INDONESIA-MALAYSIA:  N SUMATERA,MALAY PENINSULA"	5.5	97.3	14
	"INDONESIA:  MAKASSAR STRAIT"	-3.7	119.3	58
	"INDONESIA:  JAVA:  DAMPIT,GONDANG,TRENGGALEK"	-9.2	113.1	54
	"COLOMBIA:  HUILA, NEIVA, RIVERA,SAN ANTONIO"	2.85	-74.8	98
	"PERU:  LIMA,HUACHO,HUAURA, CHANCAY,SUPE,SAN NICOLAS"	-10.748	-78.638	110
	"TURKEY:  VARTO"	39.2	41.6	2394
	"INDIA:  N"	28.7	78.9	15
	"TURKEY:  BAGICI"	38.9	41.3	12
	"TURKEY:  MUS"	38.5	41.3	14
	"NEPAL-INDIA"	29.554	80.854	80
	"UZBEKISTAN:  TASHKENT"	41.2	69.1	10
	"UGANDA: KICHWAMBA, BONDIBOGYO;  TANZANIA;  DR CONGO"	0.622	29.863	157
	"TURKEY:  VARTO, MUS"	39.1	41.6	10
	"EL SALVADOR:  SAN MARCOS"	13.5	-89.3	125
	"GREECE:  SOUTHERN"	37.7	21.8	32
	"CHILE:  CENTRAL"	-32.4	-71.2	400
	"GREECE:  ALONISOS, SKOPELOS"	39.4	24	38
	"IRAN:  NW"	37.684	46.998	20
	"INDONESIA:  SANANA ISLAND"	-2.4	126.1	71
	"TURKEY:  MANYAS, BURSA, BALIKESIR"	40.3	28.2	19
	"MEXICO:  GUERRERO"	18.136	-100.605	78
	"JAPAN:  HONSHU:  W COAST"	38.65	139.2	26
	"ALASKA"	61.017	-147.648	15
	"TAIWAN:  TAINAN"	23.2	120.6	107
	"INDIA:  KASHMIR:  SW"	33.9	74.8	80
	"BALKANS NW:  MACEDONIA:  SKOPJE"	42.1	21.3	1070
	"LIBYA:  BARCE (AL MARJ)"	32.6	21	300
	"TAIWAN:  TAIPEI, HSINCH"	24.5	122.1	15
	"IRAN:   BUYIN-ZARA"	35.63	49.87	12225
	"ITALY:  S"	41.4	15.5	16
	"COLOMBIA:  MISTRATO, MANIZALES"	5.2	-76.4	47
	"IRAN:  MUSSAVIEH"	33.32	58.845	20
	"ALBANIA"	40.9	19.5	15
	"COLOMBIA: EJE CAFETERO"	4.49	-75.51	23
	"JAPAN:  HONSHU:  W COAST"	36	136.7	10
	"IRAN:  DEHKUYEH,KHANEH,LAR,SHAGHEB,NOKHRIZ,BIGHU"	27.861	54.528	60
	"ETHIOPIA:  KARAKORE"	10.466	39.717	160
	"ITALY:  SICILY"	38	15.3	15
	"CONGO:  LAKE TANGANYIKA"	-3.6	29	24
	"ECUADOR"	-1.5	-79	11
	"CHILE:  PUERTO MONTT, VALDIVIA"	-38.143	-73.407	2000
	"IRAN:  LAR"	27.814	54.497	420
	"MOROCCO:  AGADIR"	30.45	-9.62	13100
	"ALGERIA:  MELOUZA"	36	4.1	47
	"PERU:  LIMA,NAZCA,ICA,HUANCAVELIC,PALPA,HUAITARA"	-15	-75	63
	"PERU:  AREQUIPA,CHUQUIBAMBA,CARAVELI,COTAHUASI"	-15.75	-72.75	63
	"TURKEY:  NINIA"	39.1	41.6	18
	"MEXICO:  GULF OF CAMPECHE"	18.3	-94.4	25
	"MONTANA:  HEBGEN LAKE"	44.712	-111.215	28
	"TAIWAN"	22.18	121.13	16
	"IRAN"	36	49	16
	"IRAN:  FIRUZABAD"	34.29	47.867	132
	"COLOMBIA-ECUADOR"	1.5	-79.5	111
	"PERU: AREQUIPA"	-16.5	-72	28
	"IRAN:  FARSINAJ"	34.388	47.748	1200
	"MONGOLIA"	45.5	99.5	30
	"MEXICO:  ACAPULCO,MEXICO CITY"	16.5	-99.1	65
	"IRAN:  HAZANDERAN, ABEGARM"	36.277	52.778	1100
	"TURKEY:  ABANT"	40.7	30.9	500
	"TURKEY:  FETHIYE (LYCIA, ASIA MINOR)"	36.4	28.55	18
	"IRAN:  KACHU MESQAL"	33.4	52.5	16
	"TAIWAN:  HUALIEN, TAIPEI"	23.9	121.6	11
	"TUNISIA:  SIDI ABID,SIDI TOUIL (LA MEDJA),CAILLOUX"	36.2	8.9	13
	"IRAN:  BASTAK"	27.407	54.462	410
	"INDIA:  ANJAR, BHUJ, GANDHIDHAM, KANDLA"	23.278	70.107	156
	"MYANMAR (BURMA)"	22.2	95.7	38
	"GREECE:  DODECANESE"	36.664	25.957	53
	"AFGHANISTAN:  KABUL"	35.1	67.5	100
	"LEBANON:  LITANI"	35.5	35.5	148
	"EGYPT:  NILE DELTA"	32.2	29.6	22
	"COSTA RICA"	10	-84.5	10
	"CHINA:  SICHUAN PROVINCE"	30	101.8	39
	"PHILIPPINES:  MINDANAO:  LANAO,OZAMIZ,COTABATO"	8.1	123.2	400
	"PAKISTAN:  QUETTA"	30.5	67	12
	"ALGERIA:  ORLEANSVILLE"	36.274	1.594	1243
	"PHILIPPINES:  LUZON:  SORSOGON, BACON, LEGASPI"	13	123.9	13
	"AFGHANISTAN:  NORTHERN"	36	66	2000
	"GREECE:  SOPHADES (KARDITSA)"	39.3	22.2	31
	"GREECE"	39.8	22.1	25
	"CYPRUS:  PAPHOS"	34.741	32.335	40
	"GREECE:  LIXOURI-ARGOSTOLI (KEPHALLENIA)"	38.3	20.8	476
	"TURKEY:  EDIRNE"	41.4	26.3	37
	"TURKEY:  YENICE, ONON"	40	27.5	1070
	"IRAN:  TORUD"	35.385	54.979	970
	"IRAN:  LAR"	27.761	54.751	13
	"COSTA RICA"	10.3	-83.5	29
	"TURKEY:  CEYHAN,MISIS"	36.5	35.5	20
	"CHINA:  TIBET (XIZANG PROVINCE)"	30.5	91.5	54
	"CALIFORNIA:  KERN COUNTY"	35	-119.017	12
	"TURKEY:  PASINLER (HASANKALE),ERZINCAN"	39.8	39.5	94
	"JAPAN:  HOKKAIDO"	42.15	143.85	33
	"TURKEY:  PASINLER (HASANKALE), ERZURUM"	39.9	41.7	103
	"TAIWAN"	22.9	121.5	17
	"TAIWAN"	23.8	121.7	68
	"TURKEY:  KURSUNLU"	40.8	33.4	50
	"EL SALVADOR:  JUCUAPA"	13	-87.8	1100
	"INDIA-CHINA"	28.5	96.5	1530
	"VENEZUELA: EL TOCUYO"	9.71	-69.819	100
	"COLOMBIA:  ANBOLEDAS"	7.79	-72.61	300
	"INDONESIA:  JAVA:  GRESIK"	-6	113	16
	"PERU:  CUSCO"	-13.5	-72	83
	"TURKEY"	40	40	20
	"IRAN: BUSHIRE"	27.255	53.029	30
	"TURKEY: KARLIOVA"	39	40.5	320
	"ECUADOR: TUNGURAHUA"	-1.237	-78.305	6000
	"TAJIKISTAN"	39.2	70.8	3500
	"CHILE:  ANGOL, TRAIGUEN"	-38	-73.5	57
	"CHINA:  XINJIANG PROVINCE"	42	84	21
	"TURKMENISTAN:  ASHKHABAD"	38.084	58.364	110000
	"JAPAN:  FUKUI"	36.5	136	5131
	"CHINA:  YUNNAN PROVINCE"	26.4	99.7	110
	"CHINA:  SICHUAN PROVINCE"	29.5	100.5	800
	"PHILIPPINES:  PANAY, ILOILO CITY, ANTIQUE"	10.714	122.235	72
	"PERU:  SATIPO,ANDAMARCA,ACOBAMBA,LA MERCED,VICTOC"	-10.5	-75	233
	"IRAN:  DUSTABAD"	33.604	58.642	500
	"JAPAN:  HONSHU:  S COAST"	33	135.6	1362
	"TAIWAN"	23.1	120.3	58
	"PERU: JOCAIBAMBA,CERRO ANGASCHAJ,CERRO SILLAPATA"	-8.5	-77.5	800
	"TURKMENISTAN"	39.3	55.4	400
	"TURKEY:  USTUKRAN"	39.3	41.2	840
	"TURKEY:  IIGIN, KONYA"	38.2	31.8	12
	"ALGERIA:  HODNA MOUNTAINS"	35.75	5	264
	"PAKISTAN:  MAKRAN COAST"	24.5	63	300
	"CHINA:  HEBEI PROVINCE"	39.5	119	17
	"TURKEY:  VAN,BOLGESI"	38.5	43.3	300
	"IRAN:  GARMSAR,KERAND,BANKUH"	35.2	52.1	20
	"TURKEY:  AELANA, CEYHAN, ADANA"	37.4	35.8	300
	"JAPAN:  HONSHU:  S"	34.7	137.2	2306
	"JAPAN:  OFF SOUTHEAST COAST KII PENINSULA"	34	137.1	1223
	"TURKEY:  AYVALIK"	39.509	26.587	30
	"TURKEY:  USAK"	38.9	29.3	21
	"IRAN:  GORGAN"	36.8	54.5	20
	"TURKEY"	41.4	32.7	2381
	"ARGENTINA:  SAN JUAN PROVINCE"	-31.5	-68.5	8000
	"TURKEY:  ANATOLIA: NE"	40	40	550
	"TURKEY:  LADIK, SAMSUN, HAVZA"	41	33.7	4020
	"JAPAN:  HONSHU:  S"	35.3	133.9	1400
	"INDONESIA:   JAVA:  JOGYAKARTA"	-9.5	110	213
	"TURKEY:  HENDEK, ADAPAZARI"	40.6	30.5	285
	"CHILE:  ILLAPEL"	-30.75	-72	11
	"PERU:  YANACOA, PAMPAMARCA"	-14.2	-71.5	75
	"BALKANS NW:  BOSNIA-HERZEGOVINA"	44.3	17	19
	"TURKEY:  HENDEK"	40.8	30.5	285
	"TURKEY:  NIKSAR, ERBAA"	40.9	36.5	1000
	"TURKEY:  KASTAMONU, KARGI"	40.3	34.6	17
	"TURKEY:  BALIKESIR,BIGADIC"	39.2	28.2	16
	"ALBANIA:  PESHKOPIA, MAGELLARE"	41.7	20.4	43
	"PERU:  ICA, NAZCA"	-15	-76	30
	"ECUADOR:  GUAYAQUIL"	-0.75	-81.5	200
	"CHINA:  YUNNAN PROVINCE:  SIMAO"	23.1	100.3	90
	"TAIWAN"	23.3	120.3	319
	"TURKEY:  ERZINCAN"	39.7	39.4	15
	"CHINA:  SICHUAN PROVINCE"	31.7	102.3	15
	"TURKEY:  VAN, ERCIS"	39.5	43.3	430
	"CHINA:  HEILONGJIANG PROVINCE"	47	127.2	132
	"IRAN:  MOHAMMADABAD"	33.527	58.776	730
	"YEMEN:  RAZIH"	16.4	43.5	1200
	"ROMANIA"	45.8	26.8	1000
	"PERU"	-10.5	-77	179
	"TURKEY-CIS"	41.7	43.8	16
	"CHINA:  YUNNAN PROVINCE"	23.9	102.3	181
	"TURKEY:  KAYSERI,DEVELI"	38.4	35.5	37
	"TURKEY:  ERZINCAN"	39.77	39.533	32700
	"TURKEY:  ERZINCAN"	39.7	40.4	13
	"TURKEY"	39.1	26.8	41
	"PERU:  POMACANCHI"	-12.5	-72	37
	"GHANA:  ACCRA"	5.568	-0.625	22
	"JAPAN:  HONSHU:  NW"	40.1	139.5	27
	"CHILE:  CHILLAN"	-36.25	-72.25	30000
	"TURKEY:  KIRSEHIR"	39.4	33.8	224
	"PERU:  HUANCABAMBA,OXAPAMPA,EL PROGRESO,SAN DAVID"	-10.637	-76.562	15
	"CHINA:  SHANDONG PROVINCE"	35.4	115.1	390
	"MEXICO:  CENTRAL, PUEBLA:  ESPERANZA, VERACRUZ"	18.523	-95.878	34
	"EL SALVADOR:  SAN VICENTE"	13.2	-88.7	400
	"INDONESIA:  N SUMATERA:  TAPANULI, KARO"	3.5	97.5	17
	"TAIWAN"	22.3	120.8	10
	"CHINA:  YUNNAN PROVINCE"	26.6	103	30
	"CHINA:  GANSU PROVINCE"	34.2	105.7	115
	"IRAN:  ABIZ, SARBISHEH"	33.734	60.405	12
	"COLOMBIA"	1.1	-77.6	250
	"CHINA:  SICHUAN PROVINCE"	28.7	103.6	100
	"TAIWAN:  XIINZHU"	24.6	120.8	2746
	"PAKISTAN:  QUETTA"	29.5	66.8	60000
	"TURKEY:  KIGI"	39.3	40.6	540
	"TAIWAN:  MIALOI"	24.3	120.8	3276
	"IRAN:  KEVSUT, ALBORZ, SARI"	36.586	53.65	690
	"IRAN:  ALBORZ"	35.982	52.953	60
	"TURKEY:  KURDISTAN:  DIYARBAKIR (DIARBEKIR)"	37.919	40.211	20
	"TURKEY:  KURDISTAN:  DIYARBAKIR (MOUCHE DIARBEKIR)"	37.919	40.211	100
	"NEPAL; INDIA:  BIHAR"	26.773	86.762	10600
	"ITALY:  CENTRAL"	42	14.2	10
	"CHINA:  SICHUAN PROVINCE"	29.5	102.5	200
	"CHINA:  SICHUAN PROVINCE"	31.9	103.4	9300
	"GREECE:  DODECANESE ISLANDS"	36.759	27.299	181
	"CALIFORNIA:  LONG BEACH"	33.62	-117.97	120
	"CHINA:  GANSU PROVINCE"	39.7	96.7	275
	"GREECE: HIERISSOS-STRANTONION (CHALKIDIKI)"	40.5	23.9	161
	"MEXICO:  NEAR COAST OF JALISCO"	19.623	-103.919	400
	"IRAN:  TORBET-I-KHEYDARLY"	36.6	53.4	1070
	"CHINA:  SICHUAN PROVINCE"	30.1	101.8	200
	"CUBA: SANTIAGO DE CUBA"	19.706	-75.691	14
	"JAPAN:  HONSHU"	36.1	139.2	16
	"CHINA:  XINJIANG WEIWUER ZIZHIQU PROVINCE:  N"	47.1	89.8	10000
	"ARMENIA:  ZANGEZUR, NAKHITCHEVAN"	39.2	46	2890
	"NICARAGUA:  MANAGUA"	13.2	-85.7	2450
	"NEW ZEALAND:  HAWKE BAY"	-39.772	176.025	261
	"ALBANIA:  KORCE"	40.6	20.8	90
	"ARGENTINA:  LA POMA"	-24.7	-66.3	39
	"MYANMAR (BURMA):  PYU"	18.2	96.4	36
	"ALBANIA:  VLORE, TEPELENE"	40.3	19.6	25
	"JAPAN:  HONSHU:  IDU"	35	139	259
	"ALBANIA:  VLORE, HIMARE, KUC"	40.5	19.5	35
	"ITALY:  SENIGALLIA"	43.89	13.483	18
	"TAJIKISTAN:  DUSHANBE (STALINABAD)"	38.4	68.5	175
	"CHINA:  SICHUAN PROVINCE"	30	100	200
	"ITALY:  IRPINIA"	41.1	15.4	1430
	"MYANMAR (BURMA):  THARRAWADDY"	17.4	95.5	50
	"CHINA:  YUNNAN PROVINCE"	26.8	103	42
	"IRAN:  SALMAS"	38.094	44.797	2539
	"MYANMAR (BURMA):  PEGU, RANGOON"	17.3	96.5	500
	"NICARAGUA:  MANAGUA"	12.1	-86.2	1000
	"IRAN:  FARUJ"	37.866	58.404	21
	"NEW ZEALAND:  SOUTH ISLAND"	-41.75	172.25	17
	"TURKEY:  SUSEHRI"	40.2	37.9	64
	"IRAN:  KOPET-DAGH"	38.09	57.705	3800
	"VENEZUELA: CUMANA"	10.5	-64.2	50
	"PHILIPPINES:  COTABATO,N COAST OF ILLANA BAY"	7	124	93
	"CHILE:  TALCA, CHILLAN, SANTIAGO, SAN FERNANDO"	-35	-72	279
	"IRAN:  SHIRVAN"	36.893	59.044	30
	"PERU:  CHACAHPOYAS,HUANCABAMBA,CAJAMARCA,PINPINCOS"	-5.435	-78.665	29
	"GREECE:  CORINTH (CORINTHIA)"	38	23	20
	"BULGARIA:  CHIRPAN"	42.2	25.3	127
	"TURKEY:  TEPEKOY, TORBALI"	38.1	27.4	170
	"UKRAINE:  CRIMEA:  SEBASTOPOL"	44.4	34.5	11
	"TAIWAN"	23	120.5	30
	"ISRAEL; JORDAN: DAMIYA"	32	35.5	268
	"CHINA:  GANSU PROVINCE"	36.75	102	40912
	"JAPAN:  HONSHU:  SW"	35.6	135.1	3022
	"TURKEY; ARMENIA"	40.7	43.7	360
	"IRAN:  BAJESTAN"	34.6	58.1	500
	"CHINA:  YUNNAN PROVINCE"	27	100	12
	"CALIFORNIA:  SANTA BARBARA"	34.418	-120.196	13
	"JAPAN:  HONSHU:  TAJIMA"	35.75	134.75	395
	"W. LUZON ISLAND, PHILIPPINES"	9.3	122.7	17
	"CHINA:  YUNNAN PROVINCE:  TALIFU"	25.7	100.4	5000
	"TURKEY:  ARDAHAN"	41.2	42.8	200
	"INDONESIA:  JAVA:  WONOSOBO"	-7.3	109.9	727
	"INDONESIA:  JAVA"	-7.3	109.8	60
	"TURKEY:  ERZURUM"	40	42	60
	"CHINA: XINJIANG"	36.8	83.8	100
	"TURKEY:  ERZURUM"	39.7	42.8	50
	"ECUADOR"	-1.6	-78.6	40
	"JAPAN:  SAGAMI"	35.5	139.5	14
	"COLOMBIA:  IPIALES"	0.87	-77.78	300
	"IRAN:  SIRJAN"	29.222	56.839	290
	"IRAN:  QALEH JAQ KMEN:  BODZHNURD"	37.2	57.7	157
	"BANGLADESH:  MYMENSINGH"	24.969	90.752	50
	"JAPAN:  TOKYO, YOKOHAMA"	35.1	139.5	142807
	"IRAN:  TURBAT-HAKLARI"	31.308	56.1	2200
	"CHINA:  SICHUAN PROVINCE"	31.5	101	4800
	"JAPAN:  KYUSHU"	32.7	130.3	27
	"CHILE:  ATACAMA"	-28.553	-70.755	500
	"ARGENTINA:  MENDOZA"	-32.7	-68.4	400
	"CHINA:  GANSU PROVINCE, SHANXI PROVINCE"	36.601	105.317	200000
	"ALBANIA:  TEPELENE, DRAGOTI, PESHTANI, MARICAJ"	40.2	20	200
	"ITALY:  CARRARA,GARFAGNANA"	44.3	10.3	1400
	"MEXICO:  VERACRUZ: COZAUTLAN, PUEBLA: PATLANALA"	19.26	-96.97	648
	"PHILIPPINES:  MINDANAO:  COTABATO"	5.5	123	46
	"CHINA:  GUANGDONG PROVINCE"	23.5	117.2	2000
	"GUATEMALA:  GUATEMALA CITY"	14.6	-90.6	2650
	"CHINA:  YUNNAN PROVINCE"	28	104	1800
	"INDONESIA:  BALI"	-7	116	1500
	"TAIWAN:  PULI"	23.9	120.9	54
	"TAIWAN"	23.7	120.9	180
	"CHINA:  TIBET (XIZANG PROVINCE)"	29.5	91.5	170
	"ITALY:  MARSICA, AVEZZANO, ABRUZZI"	42	13.5	29978
	"PERU:  PARARCA,PAYSA,COLTA,OYALA"	-15.2	-73.2	34
	"GREECE:  LEUKAS ISLAND"	38.8	20.6	14
	"TURKEY:  BURDUR, KILINC, KECIBORLU, ISPARTA"	37.82	30.27	4000
	"INDONESIA:  SUMATERA"	-3.924	101.82	20
	"ITALY:  CATANIA, ETNA"	37.7	15.2	120
	"JAPAN:  SENHOKU"	39.2	139.8	94
	"JAPAN:  SAKURIJIMA"	31.58	130.67	29
	"CHINA:  YUNNAN PROVINCE"	24.15	102.45	942
	"PERU:  AMYARAES, ABANCAY, CASAYA, SORAYA"	-14.2	-72.9	150
	"IRAN:  TEYHAN"	26.8	53.7	11
	"INDONESIA:  SANGIHE ISLAND"	5.354	126.121	138
	"TURKEY:  MARMARA SEA"	40.444	26.784	2800
	"JAPAN:  RYUKYU ISLANDS"	28	130	12
	"MEXICO:  MICHOACAN"	17.5	-102.5	45
	"IRAN:  RAVAR"	30.46	56.305	700
	"TAJIKISTAN:  USOY, BARCHIDIV, POSOR, NISUR"	38.2	72.8	90
	"KAZAKHSTAN:  ALMA-ATA, TURKESTAN"	43.5	77.5	450
	"ALGERIA:  MASQUERAY,  KABYLIA"	36	4	12
	"COSTA RICA:  CARTAGO, SAN JOSE"	10	-84	700
	"COSTA RICA:  CARTAGO"	9.8	-84	1750
	"TAIWAN"	25.5	122.5	60
	"PAKISTAN"	30	68	231
	"JAPAN:  OOMI"	35.4	136.3	41
	"PAKISTAN"	35.5	72.5	10
	"FRANCE:  VERNEGUES,CHARLEVAL,LA ROQUE D'ANTHERON"	43.7	5.4	40
	"CHINA:  YUNNAN PROVINCE"	24.4	103	21
	"PORTUGAL:  RIBATEJO, BENAVENTE"	38.9	-8.8	30
	"MOROCCO:  TETUAN (TETOUAN),ROMARS"	35.6	-5.4	100
	"IRAN:  SILAKOR"	34.306	50.396	5500
	"ITALY:  MESSINA, SICILY, CALABRIA"	38.17	15.58	78000
	"ITALY:  FERRUZANO"	38.133	16.017	158
	"TAJIKISTAN:   KARATAG"	38.5	67.9	12000
	"JAMAICA:  KINGSTON"	18.667	-76.237	1000
	"CHINA:  XINJIANG PROVINCE"	43.5	85	280
	"CHILE:  SOUTH CENTRAL"	-33	-72	4000
	"CALIFORNIA:  SAN FRANCISCO"	37.67	-122.48	700
	"TAIWAN:  JIAYI"	23.4	120.4	15
	"TAIWAN:  JIAYI"	23.6	120.5	1258
	"ECUADOR:  OFF COAST"	0.988	-79.347	1000
	"CHINA:  SICHUAN PROVINCE"	29.3	104.8	13
	"ITALY:  MONTELEONE, TROPEA, MONTE PORO"	38.67	16.07	557
	"JAPAN:  AKI"	34	132	11
	"ALBANIA:  SHKODER"	42.1	19.6	120
	"INDIA:  KANGRA"	33	76	19000
	"TAIWAN:  JIAYI"	23.5	120.3	145
	"CHINA:  SICHUAN PROVINCE"	31.2	100.9	400
	"IRAN:  KASHMAR"	35.2	58.2	350
	"TURKEY:  VARGINIS,CARDAHLI,MEHKEREK"	40.9	42.7	1000
	"TURKEY:  MALAZGIRT"	39.1	42.5	3560
	"TURKEY"	39.1	42.4	1700
	"ISRAEL:  NABULUS"	32.2	35.3	20
	"UZBEKISTAN:   ANDIZHAN"	40.8	72.3	4880
	"CHINA:  XINJIANG, TURKESTAN"	39.88	76.2	2500
	"IRAN:  QESHM ISLAND:  QESHM,BANDAR ABBAS,GENU"	27.1	56.3	10
	"GUATEMALA:  QUEZALTENANGO, SAN MARCOS"	14	-91	2000
	"AZERBAIJAN:  SEMACHA; N IRAN"	40.7	48.6	86
	"JAPAN:  OFF NORTHEAST COAST HONSHU"	40.6	142.3	18
	"VENEZUELA:  MACUTO"	11	-66	25
	"TURKEY:  KARS,KARAKURT,KAGIZMAN,DIGOR"	40.3	43.1	140